Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,HourlyRate,EnvironmentSatisfaction,Gender,JobSatisfaction,OverTime,PercentSalaryHike,WorkLifeBalance,MonthlyIncome,TrainingTimesLastYear,NumCompaniesWorked,MaritalStatus,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole
31.0,Yes,0,Sales,5,3,Life Sciences,64,2,1,2,Yes,19,2,2321.0,0.0,9,2,4.0,10,3.0,7
55.0,Yes,2,Research & Development,7,3,Life Sciences,66,1,1,3,Yes,24,3,13695.0,3.0,1,2,3.0,9,9.0,7
27.0,No,2,Sales,10,4,Medical,37,4,1,3,No,13,2,3041.0,3.0,0,2,3.0,38,4.0,10
39.0,No,2,Sales,2,5,Marketing,37,2,1,4,No,14,3,4108.0,2.0,2,1,3.0,14,7.0,7
55.0,No,2,Research & Development,2,4,Medical,62,2,1,3,Yes,11,2,19045.0,3.0,2,1,3.0,29,29.0,1
47.0,No,1,Research & Development,2,4,Medical,82,1,1,3,No,19,4,4865.5,3.0,3,1,3.0,26,5.0,17
37.115262321144684,Yes,2,Sales,4,3,Technical Degree,86,4,1,1,Yes,22,3,14336.0,3.0,0,2,3.0,9,9.0,7
51.0,Yes,2,Research & Development,3,4,Life Sciences,48,3,1,4,Yes,11,3,16307.0,2.0,0,1,3.0,1,1.0,0
38.0,No,2,Sales,2,4,Marketing,87,3,1,2,No,11,1,4865.5,2.0,7,1,3.0,4,1.0,0
36.0,No,1,Sales,3,4,Life Sciences,42,2,1,4,Yes,12,3,3688.0,2.0,8,2,3.0,19,1.0,0
29.0,No,0,Research & Development,23,3,Medical,67,2,1,2,No,12,4,4319.0,1.0,4,1,3.0,17,10.0,2
34.0,No,1,Sales,28,3,Marketing,95,4,1,3,No,21,3,4033.0,3.0,1,1,3.0,8,3.0,7
41.0,No,2,Research & Development,7,3,Life Sciences,59,4,1,1,No,14,3,8392.0,3.0,3,2,3.0,11,10.0,2
35.0,No,1,Research & Development,7,3,Life Sciences,41,1,1,1,No,11,1,9069.0,3.0,5,1,4.0,33,9.0,8
37.115262321144684,Yes,2,Research & Development,12,3,Technical Degree,49,2,1,3,No,12,3,4865.5,6.0,1,1,3.0,23,1.0,15
48.0,No,2,Research & Development,29,4,Other,32,4,1,4,No,25,3,10999.0,3.0,1,2,3.0,20,15.0,11
38.0,No,2,Research & Development,28,4,Life Sciences,93,3,1,4,No,22,3,3944.0,3.0,4,0,3.0,11,3.0,5
37.115262321144684,Yes,2,Sales,29,2,Medical,79,2,1,1,No,18,3,3681.0,3.0,8,2,3.0,7,3.0,2
46.0,No,2,Research & Development,1,4,Life Sciences,76,2,1,4,No,18,3,9619.0,3.0,1,0,3.0,10,9.0,7
41.0,No,2,Sales,3,4,Life Sciences,92,4,1,4,No,13,3,2451.0,2.0,6,0,3.0,12,9.0,9
36.0,No,2,Sales,10,3,Medical,42,3,1,3,No,11,3,6134.0,3.0,9,2,3.0,8,2.0,2
28.0,No,0,Research & Development,9,5,Other,30,2,1,4,No,17,3,2706.0,3.0,0,2,3.0,4,3.0,2
34.0,No,2,Research & Development,16,3,Medical,74,4,1,1,Yes,16,2,3622.0,3.0,4,0,3.0,17,6.0,2
33.0,No,2,Research & Development,3,3,Other,35,4,1,2,No,15,2,5207.0,3.0,3,2,3.0,8,8.0,3
41.0,No,0,Research & Development,12,1,Medical,95,3,1,4,Yes,23,3,6151.0,4.0,8,1,3.0,7,7.0,2
44.0,No,2,Research & Development,3,2,Medical,76,3,1,3,No,15,3,3420.0,3.0,0,0,3.0,11,5.0,8
21.0,No,2,Sales,3,3,Medical,49,4,1,3,Yes,12,2,3117.0,2.0,9,0,3.0,28,2.0,2
26.0,No,2,Research & Development,7,4,Medical,68,4,1,4,No,15,2,5472.0,2.0,4,1,3.0,14,8.0,1
45.0,No,0,Sales,7,4,Marketing,46,4,1,4,No,20,3,5154.0,3.0,0,2,3.0,8,8.0,7
48.0,No,2,Research & Development,8,2,Medical,91,3,1,3,No,12,2,18265.0,3.0,5,1,3.0,9,1.0,3
56.0,Yes,2,Research & Development,10,4,Medical,58,4,1,1,No,15,1,11103.0,1.0,1,2,3.0,10,10.0,3
37.115262321144684,No,2,Research & Development,13,3,Medical,47,1,1,4,No,17,3,2028.0,6.0,1,1,3.0,10,10.0,8
34.0,No,2,Sales,5,1,Medical,58,3,1,1,Yes,11,3,4865.5,2.0,1,2,3.0,2,2.0,2
19.0,No,2,Research & Development,3,2,Medical,30,4,1,2,No,12,2,2564.0,3.0,4,2,3.0,13,1.0,7
44.0,No,2,Research & Development,2,3,Medical,78,3,1,4,No,11,3,4865.5,3.0,4,2,4.0,7,5.0,1
37.115262321144684,Yes,2,Research & Development,2,4,Life Sciences,57,2,1,4,Yes,13,2,2451.0,3.0,4,0,3.0,10,1.0,7
51.0,No,2,Sales,13,1,Medical,40,2,1,3,No,11,3,10596.0,5.0,1,1,3.0,7,4.0,4
24.0,No,1,Research & Development,1,3,Life Sciences,82,3,1,4,No,11,4,4865.5,2.0,1,1,3.0,5,0.0,3
31.0,No,1,Research & Development,9,3,Medical,94,4,1,4,No,23,2,3722.0,2.0,1,1,3.0,5,2.0,2
37.115262321144684,No,2,Research & Development,7,3,Medical,48,2,1,2,No,12,2,5208.0,2.0,1,1,3.0,6,6.0,4
33.0,Yes,1,Research & Development,28,2,Life Sciences,97,1,1,1,No,20,3,4865.5,3.0,3,2,3.0,20,10.0,3
31.0,No,2,Research & Development,2,3,Medical,87,4,1,4,No,13,2,6929.0,3.0,2,2,3.0,6,6.0,2
46.0,No,2,Research & Development,16,4,Technical Degree,37,3,1,2,No,14,3,19627.0,0.0,9,1,3.0,4,2.0,2
27.0,No,1,Research & Development,3,2,Medical,100,4,1,3,No,17,4,4865.5,3.0,1,2,3.0,3,3.0,2
29.0,No,1,Research & Development,23,5,Life Sciences,44,1,1,4,No,14,3,3812.0,3.0,2,2,3.0,16,11.0,0
27.0,No,2,Research & Development,2,5,Medical,92,4,1,3,Yes,13,1,2226.0,3.0,6,1,3.0,6,5.0,0
46.0,No,2,Research & Development,10,3,Life Sciences,42,3,1,4,Yes,25,3,8578.0,3.0,1,1,3.0,16,9.0,11
36.0,No,1,Research & Development,7,3,Medical,83,1,1,3,Yes,19,2,4865.5,3.0,4,1,3.0,7,4.0,2
37.115262321144684,No,2,Research & Development,2,3,Life Sciences,96,3,1,4,Yes,19,3,9957.0,3.0,1,1,3.0,9,6.0,7
36.0,No,2,Research & Development,25,5,Medical,72,2,1,3,Yes,15,3,2644.0,3.0,3,1,4.0,15,3.0,11
23.0,No,2,Research & Development,8,4,Life Sciences,62,1,1,4,Yes,24,2,2647.0,6.0,2,1,3.0,10,5.0,2
50.0,No,2,Research & Development,2,1,Life Sciences,45,4,1,3,No,17,2,19331.0,2.0,1,1,3.0,10,1.0,9
37.0,No,2,Research & Development,1,4,Life Sciences,57,3,1,3,No,21,2,13664.0,3.0,1,0,3.0,13,5.0,12
28.0,No,2,Sales,8,3,Life Sciences,37,4,1,3,No,15,3,4865.5,2.0,1,2,3.0,9,8.0,8
48.0,No,2,Sales,19,3,Life Sciences,77,3,1,3,No,14,3,4865.5,3.0,1,0,3.0,10,0.0,7
44.0,No,2,Research & Development,10,4,Medical,43,4,1,3,Yes,17,4,19049.0,3.0,1,0,3.0,5,5.0,3
22.0,No,1,Research & Development,26,1,Life Sciences,31,1,1,3,No,17,2,2853.0,5.0,1,0,3.0,5,0.0,2
25.0,No,1,Sales,21,4,Marketing,71,3,1,4,Yes,22,1,5206.0,6.0,0,2,3.0,11,5.0,7
35.0,No,2,Sales,1,4,Marketing,32,3,1,1,No,14,3,10903.0,2.0,0,2,3.0,16,13.0,13
37.0,No,1,Research & Development,1,3,Life Sciences,86,4,1,2,No,17,2,9525.0,2.0,5,1,3.0,7,5.0,4
27.0,No,2,Sales,1,2,Life Sciences,42,3,1,4,Yes,12,3,2045.0,0.0,1,1,3.0,7,4.0,7
30.0,No,2,Research & Development,2,3,Life Sciences,51,1,1,3,No,13,1,3748.0,6.0,6,1,3.0,26,12.0,2
38.0,No,1,Research & Development,9,4,Life Sciences,66,1,1,2,No,22,3,1702.0,3.0,1,1,4.0,5,1.0,4
48.0,No,1,Research & Development,6,5,Life Sciences,43,3,1,3,No,20,3,15202.0,3.0,3,2,4.0,8,2.0,4
37.115262321144684,No,2,Human Resources,2,3,Human Resources,100,1,1,2,No,13,3,18722.0,3.0,5,0,3.0,13,13.0,10
37.115262321144684,No,2,Research & Development,18,4,Life Sciences,35,4,1,1,Yes,17,2,12490.0,5.0,6,0,3.0,9,9.0,3
40.0,Yes,2,Sales,5,3,Technical Degree,56,4,1,4,No,14,4,4865.5,3.0,3,1,3.0,19,7.0,0
37.0,No,2,Sales,1,2,Life Sciences,70,1,1,4,No,14,3,2996.0,2.0,3,1,3.0,24,6.0,0
47.0,No,1,Sales,20,3,Technical Degree,84,3,1,4,No,15,3,2976.0,3.0,1,1,3.0,3,0.0,1
36.0,No,0,Research & Development,6,1,Life Sciences,41,3,1,3,Yes,19,3,2810.0,3.0,2,1,3.0,30,5.0,11
33.0,No,2,Sales,7,4,Marketing,68,1,1,1,No,14,3,4865.5,0.0,2,1,4.0,9,2.0,2
42.0,No,1,Research & Development,7,3,Technical Degree,64,3,1,3,No,13,2,2759.0,2.0,1,0,3.0,1,1.0,0
31.0,Yes,1,Research & Development,21,2,Medical,66,4,1,2,No,22,4,4865.5,3.0,4,1,3.0,13,1.0,7
26.0,No,1,Research & Development,24,3,Medical,49,4,1,2,No,22,3,2042.0,3.0,8,2,3.0,6,3.0,3
45.0,No,2,Sales,7,3,Marketing,96,3,1,1,No,11,3,6632.0,3.0,4,0,3.0,15,8.0,2
38.0,No,0,Research & Development,25,2,Life Sciences,93,2,1,4,No,13,2,4865.5,3.0,0,1,3.0,10,10.0,8
35.0,No,2,Research & Development,8,4,Life Sciences,42,3,1,3,No,11,3,7295.0,3.0,7,2,3.0,19,10.0,0
32.0,No,2,Research & Development,14,3,Medical,44,3,1,3,No,14,4,4078.0,3.0,1,2,3.0,21,3.0,7
38.0,No,2,Research & Development,18,3,Medical,60,2,1,4,Yes,16,3,2844.0,2.0,3,1,3.0,15,7.0,0
36.0,No,2,Research & Development,6,4,Other,50,2,1,4,Yes,14,2,4865.5,2.0,4,0,3.0,21,16.0,0
29.0,No,2,Research & Development,3,4,Life Sciences,40,3,1,4,No,17,3,2340.0,1.0,3,1,3.0,6,6.0,0
37.115262321144684,Yes,2,Sales,9,3,Marketing,33,4,1,1,No,19,2,2269.0,2.0,1,1,3.0,1,1.0,0
41.0,No,2,Research & Development,1,4,Medical,33,4,1,3,No,15,3,8938.0,5.0,0,1,3.0,4,4.0,2
37.115262321144684,No,2,Research & Development,18,4,Life Sciences,78,1,1,4,No,20,3,4865.5,2.0,2,2,3.0,18,2.0,9
37.115262321144684,No,2,Research & Development,9,5,Life Sciences,63,4,1,4,No,14,1,2436.0,2.0,9,1,3.0,5,5.0,2
34.0,Yes,0,Sales,1,3,Life Sciences,64,2,1,1,No,11,3,4865.5,3.0,1,1,3.0,10,10.0,8
25.0,No,2,Human Resources,2,1,Technical Degree,52,3,1,3,Yes,11,3,4256.0,1.0,0,0,3.0,4,4.0,2
26.0,No,2,Research & Development,2,2,Life Sciences,100,3,1,4,No,14,4,5296.0,3.0,5,0,3.0,17,8.0,0
34.0,No,2,Research & Development,26,5,Medical,60,1,1,1,Yes,17,3,3737.0,1.0,3,1,3.0,20,3.0,0
32.0,No,1,Research & Development,1,3,Medical,54,4,1,4,No,19,2,4865.5,5.0,6,2,4.0,29,10.0,7
51.0,No,2,Human Resources,8,3,Life Sciences,77,1,1,1,No,21,3,4865.5,0.0,0,1,3.0,6,1.0,4
45.0,No,0,Sales,2,4,Life Sciences,79,1,1,3,Yes,18,4,10748.0,3.0,1,2,4.0,33,23.0,7
38.0,No,1,Sales,2,2,Medical,45,3,1,3,No,13,4,6288.0,3.0,6,0,3.0,22,4.0,13
29.0,No,2,Research & Development,2,1,Medical,35,2,1,4,No,13,3,4865.5,3.0,0,2,4.0,6,6.0,3
37.0,No,2,Sales,21,3,Marketing,43,3,1,4,No,17,3,4865.5,3.0,1,2,3.0,2,0.0,1
51.0,No,1,Research & Development,9,1,Medical,37,2,1,1,No,14,4,10650.0,2.0,1,1,3.0,5,4.0,3
37.115262321144684,No,2,Research & Development,7,3,Medical,76,4,1,4,No,20,3,4865.5,3.0,1,2,3.0,7,7.0,7
27.0,Yes,1,Sales,19,3,Marketing,67,1,1,4,Yes,13,2,5071.0,3.0,8,2,4.0,9,6.0,2
37.115262321144684,No,1,Research & Development,7,4,Medical,42,1,1,4,No,14,3,4284.0,2.0,3,1,4.0,24,4.0,6
40.0,No,0,Research & Development,25,3,Medical,84,1,1,3,No,23,3,4865.5,3.0,2,2,3.0,25,2.0,14
38.0,No,2,Sales,8,2,Other,62,3,1,3,No,11,4,2684.0,0.0,5,0,3.0,10,2.0,4
37.115262321144684,No,0,Sales,5,3,Marketing,30,4,1,3,No,13,3,3065.0,3.0,1,0,3.0,10,4.0,9
57.0,Yes,2,Research & Development,2,3,Life Sciences,84,1,1,4,No,11,3,4865.5,2.0,7,0,3.0,21,5.0,7
45.0,No,2,Research & Development,4,5,Medical,89,3,1,4,No,25,3,2177.0,3.0,2,1,3.0,23,6.0,2
49.0,No,1,Sales,9,4,Life Sciences,92,2,1,4,No,16,3,5390.0,3.0,1,2,3.0,7,7.0,5
39.0,Yes,2,Sales,12,4,Other,36,4,1,4,Yes,24,4,17068.0,3.0,3,2,3.0,13,13.0,9
28.0,Yes,1,Research & Development,16,4,Medical,45,1,1,2,Yes,13,3,2154.0,3.0,2,0,3.0,5,4.0,2
37.0,No,2,Sales,4,1,Medical,42,4,1,3,Yes,12,3,3022.0,1.0,1,1,4.0,5,5.0,4
33.0,No,2,Research & Development,2,1,Technical Degree,84,4,1,1,No,13,3,4037.0,5.0,4,2,4.0,9,9.0,2
25.0,No,2,Sales,11,3,Medical,98,3,1,4,No,14,3,4865.5,3.0,8,1,3.0,5,5.0,0
27.0,No,2,Research & Development,23,4,Life Sciences,82,4,1,4,No,14,3,4066.0,3.0,9,0,3.0,10,7.0,2
36.0,No,2,Research & Development,12,3,Life Sciences,59,1,1,2,No,11,3,6201.0,1.0,1,0,3.0,25,18.0,10
22.0,No,2,Research & Development,7,3,Other,59,3,1,3,No,21,4,4775.0,3.0,3,2,3.0,17,2.0,5
28.0,No,2,Research & Development,2,1,Life Sciences,67,1,1,2,No,17,1,3201.0,2.0,0,1,3.0,6,5.0,3
38.0,No,2,Research & Development,8,3,Medical,58,4,1,2,Yes,16,3,7351.0,2.0,1,0,3.0,20,1.0,11
25.0,No,2,Research & Development,17,5,Life Sciences,50,4,1,1,No,15,3,2096.0,1.0,5,0,3.0,19,7.0,11
29.0,No,2,Sales,1,5,Marketing,94,3,1,2,No,13,3,11935.0,2.0,1,1,3.0,10,10.0,8
26.0,No,1,Sales,15,4,Marketing,88,4,1,4,No,24,2,2007.0,3.0,1,0,3.0,15,5.0,12
44.0,No,0,Research & Development,10,4,Life Sciences,42,3,1,4,No,13,3,4865.5,3.0,1,0,3.0,9,5.0,7
37.115262321144684,No,2,Research & Development,5,2,Medical,86,1,1,1,No,11,2,4403.0,3.0,4,1,3.0,24,5.0,2
52.0,No,2,Human Resources,26,4,Life Sciences,98,4,1,3,No,11,3,17099.0,2.0,3,1,3.0,27,9.0,2
37.0,No,2,Research & Development,4,3,Medical,81,1,1,3,No,13,1,6347.0,2.0,0,2,3.0,10,6.0,2
50.0,No,2,Research & Development,3,3,Other,36,3,1,3,No,15,3,4865.5,3.0,1,1,3.0,10,3.0,7
25.0,No,2,Research & Development,3,3,Life Sciences,96,3,1,4,No,14,3,2413.0,2.0,3,1,3.0,25,1.0,7
33.0,No,2,Research & Development,6,3,Other,46,3,1,2,No,19,2,4865.5,2.0,1,1,3.0,5,5.0,4
42.0,No,2,Research & Development,10,4,Technical Degree,92,4,1,3,No,14,2,7406.0,5.0,1,1,4.0,8,8.0,2
45.0,No,2,Research & Development,8,2,Life Sciences,72,4,1,4,Yes,18,3,4865.5,2.0,3,0,3.0,8,6.0,2
32.0,No,1,Research & Development,6,3,Medical,83,3,1,1,No,13,4,5309.0,2.0,9,1,3.0,18,10.0,7
25.0,No,2,Research & Development,10,4,Life Sciences,49,3,1,2,Yes,12,2,4851.0,3.0,2,2,4.0,18,3.0,0
35.0,Yes,2,Sales,11,4,Other,60,4,1,3,No,12,3,4865.5,3.0,8,1,3.0,6,6.0,2
22.0,No,2,Sales,1,3,Marketing,92,3,1,3,No,14,4,2472.0,2.0,1,2,3.0,10,1.0,7
34.0,No,1,Research & Development,10,4,Life Sciences,46,4,1,3,Yes,13,3,4724.0,3.0,3,1,3.0,10,9.0,7
34.0,No,2,Sales,14,4,Marketing,42,4,1,1,No,12,3,5484.0,3.0,2,2,3.0,20,2.0,7
28.0,No,1,Human Resources,3,3,Medical,99,1,1,2,No,11,3,4865.5,2.0,1,1,3.0,32,3.0,5
36.0,No,2,Research & Development,7,2,Medical,42,4,1,3,No,14,3,2013.0,3.0,6,2,3.0,8,5.0,2
35.0,No,1,Research & Development,5,4,Technical Degree,96,1,1,3,No,14,2,4865.5,2.0,2,1,3.0,20,2.0,2
45.0,Yes,2,Sales,6,2,Marketing,33,4,1,3,No,16,2,6434.0,1.0,0,0,3.0,3,3.0,2
47.0,No,2,Research & Development,21,2,Technical Degree,57,3,1,1,No,14,3,18300.0,3.0,0,0,3.0,2,2.0,1
37.0,No,1,Research & Development,7,2,Technical Degree,43,2,1,3,No,13,3,12185.0,1.0,1,1,3.0,10,10.0,6
40.0,Yes,0,Human Resources,8,3,Human Resources,66,3,1,4,No,11,2,4865.5,0.0,6,0,3.0,6,4.0,2
35.0,No,2,Human Resources,10,3,Human Resources,31,3,1,1,No,14,3,2258.0,2.0,0,1,3.0,21,8.0,7
28.0,Yes,2,Sales,1,3,Medical,48,2,1,3,Yes,19,3,4865.5,5.0,6,0,4.0,5,1.0,2
40.0,No,2,Sales,8,4,Technical Degree,84,1,1,4,No,13,3,4661.0,4.0,4,0,3.0,12,9.0,7
22.0,No,1,Research & Development,1,3,Life Sciences,84,3,1,2,No,20,1,3894.0,3.0,1,0,3.0,6,2.0,5
33.0,No,2,Research & Development,23,2,Life Sciences,42,4,1,1,Yes,15,3,4865.5,5.0,1,1,3.0,9,6.0,8
50.0,No,1,Research & Development,4,4,Technical Degree,92,4,1,1,No,13,3,4865.5,3.0,4,0,3.0,28,6.0,2
33.0,No,2,Research & Development,4,2,Medical,85,1,1,3,No,13,4,11691.0,3.0,2,1,3.0,23,13.0,0
37.115262321144684,No,2,Research & Development,12,3,Life Sciences,45,1,1,1,No,15,2,2559.0,4.0,2,0,3.0,13,1.0,3
51.0,No,2,Research & Development,29,3,Technical Degree,55,2,1,4,Yes,18,4,4865.5,3.0,4,1,3.0,10,4.0,1
40.0,Yes,1,Research & Development,17,4,Life Sciences,51,4,1,3,Yes,13,3,4327.0,2.0,1,2,3.0,8,0.0,2
38.0,No,1,Sales,18,5,Life Sciences,71,2,1,1,No,22,2,2133.0,3.0,1,1,3.0,9,9.0,8
55.0,No,2,Human Resources,26,4,Human Resources,71,3,1,2,Yes,18,3,19038.0,3.0,4,1,3.0,35,1.0,9
36.0,Yes,0,Research & Development,10,3,Life Sciences,36,3,1,1,No,13,2,5406.0,4.0,1,2,4.0,1,1.0,0
37.115262321144684,No,1,Research & Development,25,4,Medical,81,3,1,4,No,22,3,3760.0,2.0,3,1,3.0,31,6.0,8
35.0,No,2,Sales,10,2,Life Sciences,100,1,1,4,No,11,3,4312.0,3.0,1,1,3.0,10,10.0,7
23.0,No,2,Research & Development,6,1,Medical,54,2,1,4,No,13,3,2275.0,3.0,1,1,4.0,10,3.0,8
36.0,No,1,Research & Development,6,3,Life Sciences,75,2,1,3,No,15,3,4865.5,2.0,7,2,3.0,22,13.0,6
31.0,No,2,Sales,4,2,Life Sciences,30,3,1,1,Yes,11,4,2911.0,1.0,4,0,3.0,9,5.0,4
24.0,No,2,Research & Development,1,4,Medical,88,4,1,3,No,11,3,4865.5,3.0,2,1,3.0,15,5.0,2
37.115262321144684,No,2,Research & Development,2,4,Life Sciences,98,1,1,1,No,11,3,2297.0,2.0,1,0,3.0,31,2.0,6
31.0,No,2,Research & Development,19,2,Life Sciences,73,2,1,2,No,21,3,4865.5,3.0,4,1,3.0,8,8.0,0
32.0,No,2,Research & Development,7,2,Medical,50,4,1,3,No,18,3,5484.0,3.0,3,0,3.0,26,13.0,7
37.115262321144684,No,2,Research & Development,5,5,Life Sciences,42,4,1,3,No,11,3,13496.0,2.0,4,1,3.0,21,20.0,2
28.0,No,2,Research & Development,12,4,Life Sciences,46,2,1,4,Yes,11,3,5253.0,1.0,3,1,3.0,6,6.0,0
58.0,No,0,Sales,10,5,Marketing,82,4,1,3,Yes,14,3,5660.0,2.0,0,0,3.0,10,5.0,8
57.0,No,2,Research & Development,29,4,Life Sciences,49,3,1,2,No,13,3,6755.0,2.0,1,2,3.0,6,3.0,2
30.0,No,2,Sales,3,3,Technical Degree,45,1,1,1,No,12,3,3072.0,4.0,2,0,3.0,25,12.0,17
38.0,No,2,Sales,2,3,Marketing,97,4,1,4,No,13,3,8740.0,3.0,1,1,3.0,2,2.0,2
44.0,No,2,Sales,8,2,Life Sciences,93,3,1,1,No,17,3,6465.0,5.0,5,1,3.0,6,4.0,2
30.0,No,2,Research & Development,24,1,Technical Degree,30,4,1,4,No,20,2,2476.0,3.0,2,2,3.0,9,1.0,4
36.0,No,1,Research & Development,26,2,Other,85,2,1,3,Yes,14,2,2088.0,3.0,1,1,3.0,4,4.0,2
52.0,No,2,Research & Development,9,4,Medical,88,2,1,3,No,17,2,8446.0,2.0,9,2,3.0,20,8.0,7
36.0,No,2,Research & Development,1,1,Life Sciences,52,2,1,3,Yes,14,3,4834.0,3.0,1,0,3.0,21,1.0,8
37.115262321144684,No,1,Sales,16,3,Life Sciences,36,3,1,4,Yes,25,3,4768.0,4.0,1,0,3.0,7,1.0,5
33.0,No,2,Research & Development,5,4,Technical Degree,65,2,1,2,No,14,3,2799.0,1.0,2,2,3.0,12,3.0,7
35.0,No,2,Research & Development,7,3,Life Sciences,57,4,1,3,No,11,3,2269.0,2.0,1,0,3.0,4,1.0,2
27.0,No,2,Sales,4,2,Life Sciences,56,3,1,2,No,11,3,8726.0,0.0,2,1,3.0,6,6.0,3
42.0,No,2,Sales,1,3,Life Sciences,95,4,1,3,No,12,3,5410.0,3.0,0,1,3.0,19,4.0,7
23.0,No,1,Sales,3,1,Medical,71,4,1,4,Yes,20,3,1790.0,3.0,1,0,3.0,6,1.0,5
37.115262321144684,No,2,Research & Development,17,2,Life Sciences,82,4,1,1,Yes,13,3,3375.0,2.0,3,2,3.0,10,3.0,2
52.0,No,2,Research & Development,9,3,Life Sciences,60,2,1,2,No,18,1,4865.5,3.0,8,0,3.0,20,20.0,9
30.0,Yes,2,Sales,9,3,Life Sciences,82,3,1,3,No,11,1,2693.0,3.0,7,1,3.0,25,1.0,5
35.0,No,2,Research & Development,29,3,Life Sciences,98,2,1,2,No,13,2,2690.0,5.0,1,1,3.0,10,1.0,8
28.0,No,2,Research & Development,1,3,Medical,63,4,1,2,Yes,21,3,3310.0,3.0,0,1,4.0,12,5.0,9
39.0,No,2,Research & Development,5,3,Medical,45,3,1,1,No,12,3,3069.0,3.0,2,2,3.0,14,10.0,10
34.0,No,2,Research & Development,12,2,Other,78,4,1,4,No,13,4,2008.0,3.0,1,2,3.0,5,1.0,2
35.0,No,2,Research & Development,1,3,Technical Degree,80,4,1,1,No,13,3,4865.5,3.0,1,1,3.0,15,13.0,12
51.0,No,2,Sales,2,2,Life Sciences,54,1,1,3,No,19,3,4865.5,4.0,0,1,4.0,3,3.0,2
37.115262321144684,No,2,Sales,3,3,Life Sciences,76,1,1,3,No,12,2,5003.0,6.0,0,0,4.0,17,10.0,10
36.0,No,0,Sales,10,1,Medical,74,4,1,2,No,22,3,9980.0,3.0,1,1,3.0,1,1.0,0
37.115262321144684,No,2,Sales,8,4,Life Sciences,76,1,1,1,No,15,3,4865.5,2.0,1,2,3.0,10,10.0,7
40.0,No,2,Research & Development,1,3,Medical,81,4,1,1,Yes,14,3,10475.0,2.0,0,2,3.0,37,18.0,10
33.0,No,2,Sales,18,3,Medical,86,3,1,3,No,16,3,7104.0,3.0,1,1,3.0,5,5.0,2
